Province_State,Country_Region,Last_Update,Confirmed,Deaths,Recovered
Georgia,US,3/25/2020 23:33,0,0,0
Nebraska,US,3/25/2020 23:33,0,0,0
Idaho,US,3/25/2020 23:33,2,0,0
Michigan,US,3/25/2020 23:33,0,0,0
Kansas,US,3/25/2020 23:33,0,0,0
Alabama,US,3/25/2020 23:33,0,0,0
West Virginia,US,3/25/2020 23:33,0,0,0
North Dakota,US,3/25/2020 23:33,0,0,0
Massachusetts,US,3/25/2020 23:33,51,1,0
South Carolina,US,3/25/2020 23:33,0,0,0
Kentucky,US,3/25/2020 23:33,0,0,0
Wisconsin,US,3/25/2020 23:33,0,0,0
Georgia,US,3/25/2020 23:33,2,0,0
Michigan,US,3/25/2020 23:33,1,0,0
Missouri,US,3/25/2020 23:33,0,0,0
Indiana,US,3/25/2020 23:33,5,0,0
Kansas,US,3/25/2020 23:33,0,0,0
Missouri,US,3/25/2020 23:33,0,0,0
Georgia,US,3/25/2020 23:33,78,1,0
Texas,US,3/25/2020 23:33,1,0,0
Missouri,US,3/25/2020 23:33,1,0,0
Kentucky,US,3/25/2020 23:33,0,0,0
Virginia,US,3/25/2020 23:33,0,0,0
Arkansas,US,3/25/2020 23:33,0,0,0
Florida,US,3/25/2020 23:33,1,0,0
Michigan,US,3/25/2020 23:33,3,0,0
Wisconsin,US,3/25/2020 23:33,1,0,0
Texas,US,3/25/2020 23:33,0,0,0
South Dakota,US,3/25/2020 23:33,13,0,0
Idaho,US,3/25/2020 23:33,0,0,0
North Carolina,US,3/25/2020 23:33,3,0,0
South Carolina,US,3/25/2020 23:33,26,0,0
Louisiana,US,3/25/2020 23:33,3,0,0
Oklahoma,US,3/25/2020 23:33,0,0,0
Pennsylvania,US,3/25/2020 23:33,7,0,0
Utah,US,3/25/2020 23:33,0,0,0
Montana,US,3/25/2020 23:33,0,0,0
Minnesota,US,3/25/2020 23:33,0,0,0
Oklahoma,US,3/25/2020 23:33,0,0,0
Pennsylvania,US,3/25/2020 23:33,0,0,0
Tennessee,US,3/25/2020 23:33,1,0,0
Virginia,US,3/25/2020 23:33,3,0,0
Texas,US,3/25/2020 23:33,0,0,0
New Hampshire,US,3/25/2020 23:33,7,0,0
Kentucky,US,3/25/2020 23:33,0,0,0
Texas,US,3/25/2020 23:33,19,0,0
Ohio,US,3/25/2020 23:33,3,0,0
Minnesota,US,3/25/2020 23:33,0,0,0
Georgia,US,3/25/2020 23:33,1,0,0
Idaho,US,3/25/2020 23:33,0,0,0
South Dakota,US,3/25/2020 23:33,0,0,0
Vermont,US,3/25/2020 23:33,11,0,0
North Dakota,US,3/25/2020 23:33,0,0,0
Colorado,US,3/25/2020 23:33,0,0,0
Arkansas,US,3/25/2020 23:33,1,0,0
Indiana,US,3/25/2020 23:33,0,0,0
Iowa,US,3/25/2020 23:33,2,0,0
Minnesota,US,3/25/2020 23:33,1,0,0
Mississippi,US,3/25/2020 23:33,0,0,0
Missouri,US,3/25/2020 23:33,0,0,0
Oregon,US,3/25/2020 23:33,6,0,0
Tennessee,US,3/25/2020 23:33,0,0,0
Washington,US,3/25/2020 23:33,12,3,0
Michigan,US,3/25/2020 23:33,0,0,0
New Jersey,US,3/25/2020 23:33,819,6,0
South Carolina,US,3/25/2020 23:33,5,0,0
West Virginia,US,3/25/2020 23:33,2,0,0
Pennsylvania,US,3/25/2020 23:33,20,0,0
Massachusetts,US,3/25/2020 23:33,71,0,0
New Mexico,US,3/25/2020 23:33,48,0,0
Georgia,US,3/25/2020 23:33,0,0,0
Michigan,US,3/25/2020 23:33,10,0,0
North Carolina,US,3/25/2020 23:33,3,0,0
Alaska,US,3/25/2020 23:33,0,0,0
Texas,US,3/25/2020 23:33,69,2,0
Alabama,US,3/25/2020 23:33,0,0,0
Georgia,US,3/25/2020 23:33,6,0,0
Louisiana,US,3/25/2020 23:33,1,1,0
Montana,US,3/25/2020 23:33,0,0,0
Wyoming,US,3/25/2020 23:33,0,0,0
Minnesota,US,3/25/2020 23:33,1,0,0
North Dakota,US,3/25/2020 23:33,0,0,0
Idaho,US,3/25/2020 23:33,2,0,0
Iowa,US,3/25/2020 23:33,4,0,0
Indiana,US,3/25/2020 23:33,0,0,0
North Carolina,US,3/25/2020 23:33,0,0,0
Idaho,US,3/25/2020 23:33,40,0,0
Montana,US,3/25/2020 23:33,0,0,0
Nebraska,US,3/25/2020 23:33,0,0,0
Oklahoma,US,3/25/2020 23:33,0,0,0
Pennsylvania,US,3/25/2020 23:33,0,0,0
Texas,US,3/25/2020 23:33,1,0,0
Virginia,US,3/25/2020 23:33,0,0,0
Georgia,US,3/25/2020 23:33,0,0,0
Tennessee,US,3/25/2020 23:33,0,0,0
Alabama,US,3/25/2020 23:33,1,0,0
Tennessee,US,3/25/2020 23:33,3,0,0
Minnesota,US,3/25/2020 23:33,5,0,0
Idaho,US,3/25/2020 23:33,0,0,0
Mississippi,US,3/25/2020 23:33,4,0,0
Missouri,US,3/25/2020 23:33,0,0,0
South Dakota,US,3/25/2020 23:33,1,0,0
Illinois,US,3/25/2020 23:33,0,0,0
Idaho,US,3/25/2020 23:33,0,0,0
Idaho,US,3/25/2020 23:33,0,0,0
Arkansas,US,3/25/2020 23:33,1,0,0
Illinois,US,3/25/2020 23:33,0,0,0
Indiana,US,3/25/2020 23:33,4,0,0
Iowa,US,3/25/2020 23:33,0,0,0
Kentucky,US,3/25/2020 23:33,1,0,0
Missouri,US,3/25/2020 23:33,22,1,0
Nebraska,US,3/25/2020 23:33,0,0,0
West Virginia,US,3/25/2020 23:33,0,0,0
Texas,US,3/25/2020 23:33,0,0,0
Texas,US,3/25/2020 23:33,0,0,0
Louisiana,US,3/25/2020 23:33,25,0,0
Virginia,US,3/25/2020 23:33,1,0,0
North Dakota,US,3/25/2020 23:33,0,0,0
Colorado,US,3/25/2020 23:33,49,0,0
Idaho,US,3/25/2020 23:33,0,0,0
Kansas,US,3/25/2020 23:33,1,0,0
Kentucky,US,3/25/2020 23:33,2,1,0
Texas,US,3/25/2020 23:33,1,0,0
North Dakota,US,3/25/2020 23:33,0,0,0
Nebraska,US,3/25/2020 23:33,0,0,0
Utah,US,3/25/2020 23:33,0,0,0
Kentucky,US,3/25/2020 23:33,0,0,0
Nebraska,US,3/25/2020 23:33,0,0,0
Kentucky,US,3/25/2020 23:33,0,0,0
Kentucky,US,3/25/2020 23:33,0,0,0
Florida,US,3/25/2020 23:33,1,0,0
Pennsylvania,US,3/25/2020 23:33,1,0,0
Arkansas,US,3/25/2020 23:33,4,0,0
Tennessee,US,3/25/2020 23:33,3,0,0
Michigan,US,3/25/2020 23:33,0,0,0
Georgia,US,3/25/2020 23:33,0,0,0
West Virginia,US,3/25/2020 23:33,0,0,0
Texas,US,3/25/2020 23:33,28,0,0
Texas,US,3/25/2020 23:33,21,0,0
Kentucky,US,3/25/2020 23:33,2,0,0
Kentucky,US,3/25/2020 23:33,0,0,0
Iowa,US,3/25/2020 23:33,0,0,0
Florida,US,3/25/2020 23:33,11,0,0
Texas,US,3/25/2020 23:33,0,0,0
Texas,US,3/25/2020 23:33,0,0,0
Massachusetts,US,3/25/2020 23:33,67,0,0
Rhode Island,US,3/25/2020 23:33,24,0,0
Virginia,US,3/25/2020 23:33,0,0,0
Alaska,US,3/25/2020 23:33,0,0,0
Montana,US,3/25/2020 23:33,2,0,0
New York,US,3/25/2020 23:33,0,0,0
West Virginia,US,3/25/2020 23:33,0,0,0
South Dakota,US,3/25/2020 23:33,1,0,0
Georgia,US,3/25/2020 23:33,0,0,0
Texas,US,3/25/2020 23:33,0,0,0
New York,US,3/25/2020 23:33,11,2,0
Colorado,US,3/25/2020 23:33,5,0,0
Florida,US,3/25/2020 23:33,355,3,0
Illinois,US,3/25/2020 23:33,0,0,0
Indiana,US,3/25/2020 23:33,1,0,0
Kansas,US,3/25/2020 23:33,0,0,0
Minnesota,US,3/25/2020 23:33,0,0,0
Nebraska,US,3/25/2020 23:33,0,0,0
Ohio,US,3/25/2020 23:33,0,0,0
South Dakota,US,3/25/2020 23:33,2,0,0
Texas,US,3/25/2020 23:33,2,0,0
Wisconsin,US,3/25/2020 23:33,3,0,0
South Dakota,US,3/25/2020 23:33,0,0,0
North Carolina,US,3/25/2020 23:33,10,0,0
Virginia,US,3/25/2020 23:33,0,0,0
Georgia,US,3/25/2020 23:33,2,0,0
Oklahoma,US,3/25/2020 23:33,1,0,0
Iowa,US,3/25/2020 23:33,1,0,0
Missouri,US,3/25/2020 23:33,0,0,0
Virginia,US,3/25/2020 23:33,0,0,0
Virginia,US,3/25/2020 23:33,0,0,0
Pennsylvania,US,3/25/2020 23:33,86,0,0
Iowa,US,3/25/2020 23:33,0,0,0
Virginia,US,3/25/2020 23:33,0,0,0
Nebraska,US,3/25/2020 23:33,2,0,0
South Dakota,US,3/25/2020 23:33,0,0,0
Wisconsin,US,3/25/2020 23:33,0,0,0
Kentucky,US,3/25/2020 23:33,0,0,0
Georgia,US,3/25/2020 23:33,0,0,0
Alabama,US,3/25/2020 23:33,0,0,0
North Carolina,US,3/25/2020 23:33,12,0,0
Illinois,US,3/25/2020 23:33,0,0,0
Georgia,US,3/25/2020 23:33,1,0,0
North Carolina,US,3/25/2020 23:33,2,0,0
North Dakota,US,3/25/2020 23:33,0,0,0
North Dakota,US,3/25/2020 23:33,18,0,0
Texas,US,3/25/2020 23:33,0,0,0
New Jersey,US,3/25/2020 23:33,48,0,0
Texas,US,3/25/2020 23:33,1,0,0
Wisconsin,US,3/25/2020 23:33,0,0,0
Nebraska,US,3/25/2020 23:33,0,0,0
Alabama,US,3/25/2020 23:33,1,0,0
Iowa,US,3/25/2020 23:33,0,0,0
Kansas,US,3/25/2020 23:33,3,0,0
Kentucky,US,3/25/2020 23:33,0,0,0
Missouri,US,3/25/2020 23:33,0,0,0
Nebraska,US,3/25/2020 23:33,0,0,0
Ohio,US,3/25/2020 23:33,18,0,0
Pennsylvania,US,3/25/2020 23:33,12,0,0
California,US,3/25/2020 23:33,4,0,0
Idaho,US,3/25/2020 23:33,0,0,0
South Dakota,US,3/25/2020 23:33,0,0,0
Georgia,US,3/25/2020 23:33,2,0,0
North Carolina,US,3/25/2020 23:33,12,1,0
West Virginia,US,3/25/2020 23:33,0,0,0
Utah,US,3/25/2020 23:33,0,0,0
Louisiana,US,3/25/2020 23:33,93,0,0
Oklahoma,US,3/25/2020 23:33,0,0,0
California,US,3/25/2020 23:33,2,0,0
Louisiana,US,3/25/2020 23:33,11,1,0
Kentucky,US,3/25/2020 23:33,0,0,0
Louisiana,US,3/25/2020 23:33,0,0,0
Missouri,US,3/25/2020 23:33,0,0,0
North Carolina,US,3/25/2020 23:33,3,0,0
Texas,US,3/25/2020 23:33,0,0,0
Vermont,US,3/25/2020 23:33,1,0,0
Alabama,US,3/25/2020 23:33,2,0,0
Arkansas,US,3/25/2020 23:33,0,0,0
Florida,US,3/25/2020 23:33,0,0,0
Georgia,US,3/25/2020 23:33,0,0,0
Illinois,US,3/25/2020 23:33,0,0,0
Iowa,US,3/25/2020 23:33,0,0,0
Michigan,US,3/25/2020 23:33,6,0,0
Mississippi,US,3/25/2020 23:33,1,0,0
South Carolina,US,3/25/2020 23:33,1,0,0
Texas,US,3/25/2020 23:33,2,0,0
West Virginia,US,3/25/2020 23:33,0,0,0
Texas,US,3/25/2020 23:33,0,0,0
Missouri,US,3/25/2020 23:33,2,0,0
Kentucky,US,3/25/2020 23:33,1,0,0
Wisconsin,US,3/25/2020 23:33,1,0,0
Maryland,US,3/25/2020 23:33,3,0,0
Idaho,US,3/25/2020 23:33,0,0,0
Pennsylvania,US,3/25/2020 23:33,1,0,0
Georgia,US,3/25/2020 23:33,1,0,0
Missouri,US,3/25/2020 23:33,1,0,0
New Jersey,US,3/25/2020 23:33,61,1,0
North Carolina,US,3/25/2020 23:33,0,0,0
Louisiana,US,3/25/2020 23:33,0,0,0
Pennsylvania,US,3/25/2020 23:33,0,0,0
Texas,US,3/25/2020 23:33,7,0,0
Texas,US,3/25/2020 23:33,0,0,0
Kentucky,US,3/25/2020 23:33,1,0,0
South Dakota,US,3/25/2020 23:33,0,0,0
Tennessee,US,3/25/2020 23:33,2,0,0
Virginia,US,3/25/2020 23:33,0,0,0
Wyoming,US,3/25/2020 23:33,1,0,0
Oklahoma,US,3/25/2020 23:33,5,0,0
Georgia,US,3/25/2020 23:33,0,0,0
Tennessee,US,3/25/2020 23:33,0,0,0
Idaho,US,3/25/2020 23:33,5,0,0
Missouri,US,3/25/2020 23:33,3,0,0
New Jersey,US,3/25/2020 23:33,4,0,0
Montana,US,3/25/2020 23:33,0,0,0
Pennsylvania,US,3/25/2020 23:33,1,0,0
Utah,US,3/25/2020 23:33,0,0,0
Wyoming,US,3/25/2020 23:33,3,0,0
Idaho,US,3/25/2020 23:33,0,0,0
Kentucky,US,3/25/2020 23:33,0,0,0
Minnesota,US,3/25/2020 23:33,0,0,0
Maryland,US,3/25/2020 23:33,1,0,0
Virginia,US,3/25/2020 23:33,0,0,0
Arkansas,US,3/25/2020 23:33,0,0,0
Georgia,US,3/25/2020 23:33,27,0,0
Illinois,US,3/25/2020 23:33,0,0,0
Indiana,US,3/25/2020 23:33,0,0,0
Iowa,US,3/25/2020 23:33,1,0,0
Kentucky,US,3/25/2020 23:33,0,0,0
Maryland,US,3/25/2020 23:33,5,0,0
Mississippi,US,3/25/2020 23:33,0,0,0
Missouri,US,3/25/2020 23:33,0,0,0
New Hampshire,US,3/25/2020 23:33,7,0,0
Ohio,US,3/25/2020 23:33,3,0,0
Tennessee,US,3/25/2020 23:33,3,0,0
Virginia,US,3/25/2020 23:33,0,0,0
Texas,US,3/25/2020 23:33,0,0,0
Nevada,US,3/25/2020 23:33,2,0,0
Kentucky,US,3/25/2020 23:33,0,0,0
Missouri,US,3/25/2020 23:33,0,0,0
Montana,US,3/25/2020 23:33,0,0,0
Oklahoma,US,3/25/2020 23:33,1,0,0
Tennessee,US,3/25/2020 23:33,0,0,0
North Carolina,US,3/25/2020 23:33,5,0,0
Minnesota,US,3/25/2020 23:33,8,0,0
Montana,US,3/25/2020 23:33,3,0,0
Kentucky,US,3/25/2020 23:33,0,0,0
Illinois,US,3/25/2020 23:33,0,0,0
Indiana,US,3/25/2020 23:33,0,0,0
Iowa,US,3/25/2020 23:33,0,0,0
Michigan,US,3/25/2020 23:33,0,0,0
Minnesota,US,3/25/2020 23:33,1,0,0
Missouri,US,3/25/2020 23:33,8,0,0
Nebraska,US,3/25/2020 23:33,2,0,0
North Dakota,US,3/25/2020 23:33,6,0,0
Texas,US,3/25/2020 23:33,1,0,0
Idaho,US,3/25/2020 23:33,1,0,0
Texas,US,3/25/2020 23:33,5,0,0
North Carolina,US,3/25/2020 23:33,0,0,0
Louisiana,US,3/25/2020 23:33,1,1,0
North Carolina,US,3/25/2020 23:33,4,0,0
Georgia,US,3/25/2020 23:33,1,0,0
New Mexico,US,3/25/2020 23:33,0,0,0
New York,US,3/25/2020 23:33,0,0,0
North Dakota,US,3/25/2020 23:33,0,0,0
New York,US,3/25/2020 23:33,2,0,0
Maryland,US,3/25/2020 23:33,4,0,0
Iowa,US,3/25/2020 23:33,1,0,0
Missouri,US,3/25/2020 23:33,0,0,0
Nebraska,US,3/25/2020 23:33,0,0,0
Pennsylvania,US,3/25/2020 23:33,8,0,0
Iowa,US,3/25/2020 23:33,2,0,0
Colorado,US,3/25/2020 23:33,3,0,0
Alabama,US,3/25/2020 23:33,10,0,0
Texas,US,3/25/2020 23:33,1,0,0
Illinois,US,3/25/2020 23:33,4,0,0
Ohio,US,3/25/2020 23:33,1,0,0
Missouri,US,3/25/2020 23:33,0,0,0
Maryland,US,3/25/2020 23:33,8,0,0
Virginia,US,3/25/2020 23:33,1,0,0
South Dakota,US,3/25/2020 23:33,1,0,0
South Carolina,US,3/25/2020 23:33,52,1,0
Michigan,US,3/25/2020 23:33,4,0,0
Florida,US,3/25/2020 23:33,3,0,0
Virginia,US,3/25/2020 23:33,0,0,0
Virginia,US,3/25/2020 23:33,6,0,0
Georgia,US,3/25/2020 23:33,1,0,0
Kansas,US,3/25/2020 23:33,0,0,0
Nebraska,US,3/25/2020 23:33,0,0,0
Georgia,US,3/25/2020 23:33,7,0,0
North Carolina,US,3/25/2020 23:33,6,0,0
Georgia,US,3/25/2020 23:33,0,0,0
Georgia,US,3/25/2020 23:33,1,0,0
Kansas,US,3/25/2020 23:33,0,0,0
New York,US,3/25/2020 23:33,2,0,0
New Mexico,US,3/25/2020 23:33,4,0,0
Tennessee,US,3/25/2020 23:33,7,0,0
Michigan,US,3/25/2020 23:33,0,0,0
Washington,US,3/25/2020 23:33,10,1,0
New York,US,3/25/2020 23:33,3,0,0
New York,US,3/25/2020 23:33,3,0,0
Alabama,US,3/25/2020 23:33,1,0,0
Georgia,US,3/25/2020 23:33,31,0,0
Iowa,US,3/25/2020 23:33,0,0,0
Kansas,US,3/25/2020 23:33,2,0,0
North Carolina,US,3/25/2020 23:33,4,0,0
Oklahoma,US,3/25/2020 23:33,0,0,0
South Carolina,US,3/25/2020 23:33,0,0,0
Texas,US,3/25/2020 23:33,0,0,0
Nebraska,US,3/25/2020 23:33,0,0,0
Virginia,US,3/25/2020 23:33,3,0,0
New Hampshire,US,3/25/2020 23:33,1,0,0
Pennsylvania,US,3/25/2020 23:33,54,0,0
South Carolina,US,3/25/2020 23:33,1,0,0
Tennessee,US,3/25/2020 23:33,1,0,0
South Carolina,US,3/25/2020 23:33,3,0,0
Virginia,US,3/25/2020 23:33,11,0,0
Colorado,US,3/25/2020 23:33,0,0,0
Kansas,US,3/25/2020 23:33,0,0,0
Nebraska,US,3/25/2020 23:33,0,0,0
Iowa,US,3/25/2020 23:33,0,0,0
Mississippi,US,3/25/2020 23:33,6,0,0
Arkansas,US,3/25/2020 23:33,0,0,0
Texas,US,3/25/2020 23:33,0,0,0
Alabama,US,3/25/2020 23:33,1,0,0
Michigan,US,3/25/2020 23:33,1,0,0
Minnesota,US,3/25/2020 23:33,0,0,0
Wisconsin,US,3/25/2020 23:33,1,0,0
Minnesota,US,3/25/2020 23:33,2,0,0
Vermont,US,3/25/2020 23:33,55,4,0
Alabama,US,3/25/2020 23:33,0,0,0
Mississippi,US,3/25/2020 23:33,3,0,0
Oklahoma,US,3/25/2020 23:33,0,0,0
Montana,US,3/25/2020 23:33,0,0,0
North Carolina,US,3/25/2020 23:33,0,0,0
Illinois,US,3/25/2020 23:33,1,0,0
Kentucky,US,3/25/2020 23:33,2,0,0
Missouri,US,3/25/2020 23:33,1,0,0
Nevada,US,3/25/2020 23:33,0,0,0
New Mexico,US,3/25/2020 23:33,1,0,0
Oklahoma,US,3/25/2020 23:33,0,0,0
Florida,US,3/25/2020 23:33,9,0,0
Oregon,US,3/25/2020 23:33,21,2,0
Louisiana,US,3/25/2020 23:33,2,0,0
Mississippi,US,3/25/2020 23:33,0,0,0
Tennessee,US,3/25/2020 23:33,1,0,0
Washington,US,3/25/2020 23:33,4,0,0
Michigan,US,3/25/2020 23:33,1,0,0
South Carolina,US,3/25/2020 23:33,5,1,0
Pennsylvania,US,3/25/2020 23:33,0,0,0
Arkansas,US,3/25/2020 23:33,12,0,0
Idaho,US,3/25/2020 23:33,0,0,0
Illinois,US,3/25/2020 23:33,0,0,0
Indiana,US,3/25/2020 23:33,6,0,0
Kansas,US,3/25/2020 23:33,0,0,0
Kentucky,US,3/25/2020 23:33,2,0,0
Missouri,US,3/25/2020 23:33,0,0,0
Nevada,US,3/25/2020 23:33,249,6,0
Ohio,US,3/25/2020 23:33,2,0,0
South Dakota,US,3/25/2020 23:33,0,0,0
Washington,US,3/25/2020 23:33,16,4,0
Wisconsin,US,3/25/2020 23:33,1,0,0
Alabama,US,3/25/2020 23:33,0,0,0
Georgia,US,3/25/2020 23:33,19,1,0
Iowa,US,3/25/2020 23:33,0,0,0
Mississippi,US,3/25/2020 23:33,0,0,0
Virginia,US,3/25/2020 23:33,0,0,0
Oregon,US,3/25/2020 23:33,1,0,0
Alabama,US,3/25/2020 23:33,1,0,0
Arkansas,US,3/25/2020 23:33,0,0,0
Florida,US,3/25/2020 23:33,13,2,0
Georgia,US,3/25/2020 23:33,0,0,0
Illinois,US,3/25/2020 23:33,0,0,0
Indiana,US,3/25/2020 23:33,0,0,0
Iowa,US,3/25/2020 23:33,0,0,0
Kansas,US,3/25/2020 23:33,0,0,0
Kentucky,US,3/25/2020 23:33,0,0,0
Minnesota,US,3/25/2020 23:33,3,0,0
Mississippi,US,3/25/2020 23:33,1,0,0
Missouri,US,3/25/2020 23:33,2,0,0
Nebraska,US,3/25/2020 23:33,0,0,0
North Carolina,US,3/25/2020 23:33,0,0,0
South Dakota,US,3/25/2020 23:33,0,0,0
Tennessee,US,3/25/2020 23:33,0,0,0
Texas,US,3/25/2020 23:33,0,0,0
West Virginia,US,3/25/2020 23:33,0,0,0
Georgia,US,3/25/2020 23:33,22,0,0
Iowa,US,3/25/2020 23:33,0,0,0
Colorado,US,3/25/2020 23:33,3,0,0
Pennsylvania,US,3/25/2020 23:33,2,0,0
Idaho,US,3/25/2020 23:33,0,0,0
Minnesota,US,3/25/2020 23:33,0,0,0
Alabama,US,3/25/2020 23:33,1,0,0
Arkansas,US,3/25/2020 23:33,40,1,0
Ohio,US,3/25/2020 23:33,5,0,0
Arkansas,US,3/25/2020 23:33,3,0,0
North Carolina,US,3/25/2020 23:33,2,0,0
Oklahoma,US,3/25/2020 23:33,27,1,0
Georgia,US,3/25/2020 23:33,1,0,0
Illinois,US,3/25/2020 23:33,4,0,0
Indiana,US,3/25/2020 23:33,0,0,0
Iowa,US,3/25/2020 23:33,0,0,0
